age,weight(kg),height(m),gender,goal,diet_plan
32,44,1.24,M,gain weight,High Protein
32,47,1.78,M,lose weight,Low Calorie
10,33,1.2,M,gain weight,High Protein
10,30,1.2,M,maintain weight,High Protein
38,80,1.6,M,maintain weight,Low Calorie
37,71,1.82,M,lose weight,Low Calorie
31,70,1.89,F,lose weight,Low Calorie
33,30,1.29,M,gain weight,High Protein
29,38,1.74,F,lose weight,Low Calorie
30,87,1.74,F,lose weight,Lose Weight
30,30,1.71,M,gain weight,High Protein
30,33,1.6,M,gain weight,High Protein
41,38,1.31,M,lose weight,Low Calorie
42,62,1.76,F,maintain weight,High Protein
37,37,1.24,M,maintain weight,Maintain Weight
14,30,1.29,M,maintain weight,Maintain Weight
37,33,1.31,M,lose weight,Low Calorie
10,31,1.2,M,maintain weight,Maintain Weight
10,68,1.67,F,lose weight,Low Calorie
12,30,1.22,M,gain weight,High Protein
10,39,1.25,M,maintain weight,High Protein
12,37,1.2,M,maintain weight,High Protein
10,32,1.2,M,gain weight,Low Calorie
27,58,1.89,F,gain weight,Lose Weight
10,30,1.21,M,gain weight,High Protein
11,38,1.32,F,lose weight,Low Calorie
10,35,1.21,M,maintain weight,Low Calorie
32,30,1.33,M,gain weight,High Protein
39,76,1.69,M,lose weight,Low Calorie
33,33,1.87,M,maintain weight,Low Calorie
10,30,1.26,F,maintain weight,Low Calorie
38,78,1.23,M,maintain weight,Maintain Weight
28,41,1.83,F,lose weight,Low Calorie
10,30,1.32,F,lose weight,Lose Weight
25,76,1.71,F,lose weight,Lose Weight
38,70,1.69,M,lose weight,Low Calorie
28,38,1.23,M,gain weight,High Protein
10,40,1.32,M,gain weight,High Protein
16,36,1.26,F,maintain weight,Low Calorie
13,45,1.35,M,lose weight,Low Calorie
10,41,1.26,M,lose weight,Low Calorie
28,65,1.78,F,lose weight,Low Calorie
10,33,1.57,M,gain weight,High Protein
33,80,1.65,F,lose weight,Low Calorie
33,70,1.78,M,maintain weight,Maintain Weight
29,37,1.33,F,lose weight,Low Calorie
42,90,1.84,M,lose weight,Low Calorie
34,73,1.72,F,lose weight,Low Calorie
14,33,1.28,M,lose weight,Low Calorie
34,30,1.21,M,gain weight,High Protein
45,30,1.63,M,lose weight,Low Calorie
35,49,1.35,F,lose weight,Low Calorie
46,37,1.48,M,maintain weight,Low Calorie
26,30,1.25,F,lose weight,Maintain Weight
24,35,1.69,F,lose weight,Low Calorie
10,41,1.27,M,gain weight,High Protein
10,30,1.34,M,gain weight,High Protein
10,30,1.24,M,maintain weight,Low Calorie
12,31,1.2,M,maintain weight,Low Calorie
33,34,1.64,M,gain weight,Low Calorie
29,35,1.75,F,lose weight,Lose Weight
10,30,1.2,M,maintain weight,Maintain Weight
15,36,1.23,M,maintain weight,Maintain Weight
10,30,1.25,M,gain weight,High Protein
33,59,1.7,M,lose weight,Low Calorie
12,30,1.23,M,lose weight,Low Calorie
42,76,1.73,M,lose weight,Low Calorie
36,30,1.76,M,lose weight,Low Calorie
10,30,1.23,F,gain weight,High Protein
17,31,1.28,M,lose weight,Low Calorie
35,32,1.87,F,lose weight,Low Calorie
17,36,1.23,M,gain weight,High Protein
10,37,1.22,M,maintain weight,High Protein
15,30,1.25,M,gain weight,Low Calorie
45,68,1.73,M,lose weight,Low Calorie
32,79,1.72,F,lose weight,Low Calorie
10,36,1.29,F,lose weight,Low Calorie
32,32,1.27,M,maintain weight,Low Calorie
10,32,1.2,F,lose weight,Lose Weight
32,76,1.77,F,lose weight,Low Calorie
38,40,1.65,M,maintain weight,High Protein
43,39,1.28,M,lose weight,Low Calorie
15,30,1.25,M,gain weight,High Protein
31,88,1.74,M,lose weight,Low Calorie
39,57,1.89,M,lose weight,Low Calorie
35,68,1.8,F,lose weight,Low Calorie
14,34,1.24,M,maintain weight,Low Calorie
11,74,1.64,M,lose weight,Low Calorie
13,30,1.26,M,gain weight,High Protein
28,65,1.68,F,lose weight,Low Calorie
40,68,1.86,M,lose weight,Low Calorie
40,39,1.32,F,lose weight,Low Calorie
26,31,1.2,F,lose weight,Lose Weight
39,68,1.7,M,gain weight,High Protein
15,42,1.27,M,gain weight,High Protein
26,43,1.22,F,lose weight,Lose Weight
10,30,1.2,M,maintain weight,Maintain Weight
14,30,1.2,M,maintain weight,Low Calorie
28,40,1.29,M,gain weight,High Protein
14,36,1.24,M,gain weight,Low Calorie
10,30,1.28,F,lose weight,Lose Weight
12,35,1.24,M,gain weight,High Protein
17,39,1.25,M,maintain weight,Low Calorie
33,37,1.32,M,gain weight,High Protein
40,65,1.85,F,lose weight,Low Calorie
32,77,1.85,F,lose weight,Low Calorie
25,35,1.81,F,lose weight,Lose Weight
16,39,1.2,M,gain weight,High Protein
29,30,1.27,M,gain weight,High Protein
10,42,1.24,F,maintain weight,Lose Weight
30,74,1.67,F,lose weight,Low Calorie
11,35,1.26,M,maintain weight,Low Calorie
35,84,1.8,M,lose weight,Low Calorie
38,30,1.35,M,gain weight,High Protein
33,30,1.27,M,gain weight,High Protein
38,81,1.65,M,lose weight,Low Calorie
33,76,1.62,F,lose weight,Lose Weight
32,34,1.32,F,gain weight,Low Calorie
32,30,1.28,F,lose weight,Low Calorie
29,59,1.82,F,lose weight,Lose Weight
17,32,1.39,M,gain weight,High Protein
30,56,1.77,F,lose weight,Low Calorie
14,33,1.22,M,maintain weight,High Protein
11,42,1.33,M,lose weight,Low Calorie
38,36,1.27,M,maintain weight,Maintain Weight
34,37,1.29,M,gain weight,High Protein
10,30,1.2,F,lose weight,Low Calorie
10,30,1.26,F,lose weight,Low Calorie
28,68,1.26,F,lose weight,Low Calorie
41,84,1.81,M,lose weight,Low Calorie
10,30,1.24,M,lose weight,Low Calorie
31,35,1.2,F,lose weight,Lose Weight
14,44,1.2,M,lose weight,Low Calorie
36,93,1.71,M,lose weight,Low Calorie
31,40,1.51,F,lose weight,Low Calorie
35,44,1.8,M,lose weight,Maintain Weight
26,31,1.33,F,lose weight,Lose Weight
41,71,1.77,M,lose weight,Low Calorie
34,36,1.7,M,maintain weight,Maintain Weight
11,49,1.8,F,lose weight,Low Calorie
10,32,1.29,F,lose weight,Lose Weight
33,39,1.29,F,gain weight,High Protein
12,30,1.3,F,lose weight,Low Calorie
11,39,1.23,M,lose weight,High Protein
13,37,1.21,M,gain weight,High Protein
26,33,1.2,M,lose weight,Lose Weight
31,34,1.58,F,maintain weight,Low Calorie
38,36,1.27,M,gain weight,Low Calorie
12,30,1.3,M,gain weight,Low Calorie
10,36,1.21,F,maintain weight,Lose Weight
33,85,1.66,M,lose weight,Low Calorie
10,38,1.2,M,maintain weight,Maintain Weight
35,34,1.72,F,lose weight,Low Calorie
12,36,1.24,M,maintain weight,High Protein
10,40,1.2,F,maintain weight,Low Calorie
41,93,1.82,M,lose weight,Low Calorie
10,30,1.21,M,maintain weight,High Protein
38,41,1.2,M,maintain weight,Low Calorie
15,30,1.2,M,maintain weight,Low Calorie
10,32,1.2,M,maintain weight,High Protein
10,30,1.2,M,gain weight,High Protein
10,36,1.26,M,gain weight,High Protein
30,39,1.25,F,lose weight,Low Calorie
10,36,1.3,F,lose weight,Low Calorie
10,40,1.22,M,gain weight,High Protein
10,30,1.27,F,lose weight,Lose Weight
10,40,1.23,M,lose weight,Low Calorie
32,72,1.78,F,lose weight,Low Calorie
30,75,1.32,F,lose weight,Low Calorie
33,30,1.23,F,lose weight,Low Calorie
34,30,1.2,M,maintain weight,High Protein
10,36,1.25,F,lose weight,Low Calorie
34,38,1.81,M,gain weight,High Protein
11,30,1.2,M,gain weight,High Protein
30,73,1.46,F,lose weight,Lose Weight
27,71,1.27,M,lose weight,Lose Weight
34,31,1.71,M,lose weight,Low Calorie
10,31,1.29,F,lose weight,Low Calorie
33,88,1.76,F,lose weight,Low Calorie
10,36,1.25,F,lose weight,Low Calorie
25,35,1.86,F,lose weight,Low Calorie
41,78,1.32,M,lose weight,Low Calorie
32,81,1.73,F,lose weight,Low Calorie
15,39,1.24,M,maintain weight,Maintain Weight
42,61,1.74,F,lose weight,Low Calorie
36,86,1.25,M,gain weight,Low Calorie
37,40,1.7,F,lose weight,Low Calorie
10,34,1.84,F,lose weight,Low Calorie
16,33,1.33,M,maintain weight,Maintain Weight
12,67,1.87,M,lose weight,Low Calorie
10,35,1.24,M,gain weight,High Protein
13,41,1.2,M,maintain weight,High Protein
30,34,1.74,M,gain weight,High Protein
34,30,1.2,M,gain weight,Low Calorie
17,42,1.29,M,maintain weight,High Protein
26,68,1.61,F,lose weight,Low Calorie
32,30,1.27,M,gain weight,Low Calorie
31,40,1.89,F,lose weight,Low Calorie
13,30,1.21,M,maintain weight,High Protein
10,41,1.2,F,lose weight,Low Calorie
31,89,1.27,M,lose weight,Lose Weight
11,36,1.2,M,maintain weight,Maintain Weight
28,41,1.68,M,maintain weight,Maintain Weight
27,77,1.82,F,lose weight,Low Calorie
39,69,1.72,M,lose weight,Low Calorie
10,30,1.28,F,lose weight,Low Calorie
31,93,1.64,M,lose weight,Low Calorie
37,72,1.63,M,lose weight,Low Calorie
34,67,1.67,F,lose weight,Low Calorie
38,81,1.69,M,lose weight,Low Calorie
36,41,1.82,M,lose weight,Low Calorie
42,31,1.63,M,lose weight,Low Calorie
33,39,1.67,M,gain weight,High Protein
10,33,1.36,M,gain weight,High Protein
33,44,1.32,M,maintain weight,Maintain Weight
32,34,1.31,M,gain weight,High Protein
35,53,1.8,F,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
10,34,1.22,M,maintain weight,Maintain Weight
34,66,1.8,F,lose weight,Low Calorie
33,91,1.85,F,lose weight,Low Calorie
31,61,1.25,F,maintain weight,Low Calorie
30,71,1.25,F,lose weight,Lose Weight
44,35,1.25,F,lose weight,Low Calorie
29,30,1.2,M,gain weight,High Protein
14,43,1.25,M,maintain weight,Maintain Weight
33,38,1.31,F,lose weight,Low Calorie
15,38,1.22,M,lose weight,Low Calorie
10,30,1.2,F,lose weight,Lose Weight
10,31,1.29,M,lose weight,Low Calorie
28,31,1.2,F,lose weight,Low Calorie
28,71,1.77,F,lose weight,Low Calorie
34,34,1.22,M,maintain weight,Maintain Weight
35,30,1.24,M,lose weight,Low Calorie
37,55,1.75,F,lose weight,Low Calorie
34,93,1.79,F,lose weight,Low Calorie
10,32,1.2,M,maintain weight,High Protein
34,30,1.2,M,maintain weight,Maintain Weight
10,36,1.24,M,gain weight,Maintain Weight
42,77,1.68,M,lose weight,Low Calorie
32,35,1.22,M,maintain weight,High Protein
30,32,1.6,M,gain weight,High Protein
39,92,1.71,M,lose weight,Low Calorie
10,34,1.2,F,lose weight,Lose Weight
35,64,1.7,M,lose weight,Lose Weight
13,34,1.28,F,maintain weight,Maintain Weight
10,31,1.2,M,maintain weight,Maintain Weight
37,41,1.23,M,maintain weight,Maintain Weight
27,32,1.87,F,lose weight,Lose Weight
31,31,1.34,M,gain weight,High Protein
34,34,1.28,M,maintain weight,High Protein
43,42,1.89,M,lose weight,Low Calorie
27,34,1.3,M,lose weight,Low Calorie
42,73,1.26,F,lose weight,Low Calorie
39,76,1.72,F,lose weight,Low Calorie
14,34,1.25,F,maintain weight,Low Calorie
46,82,1.78,F,lose weight,Low Calorie
36,93,1.61,M,lose weight,Low Calorie
11,35,1.22,M,gain weight,High Protein
10,31,1.2,M,lose weight,Low Calorie
39,85,1.67,M,maintain weight,Low Calorie
31,35,1.32,M,gain weight,High Protein
35,77,1.82,F,lose weight,Low Calorie
10,30,1.28,F,maintain weight,Lose Weight
35,41,1.32,M,maintain weight,Low Calorie
39,32,1.25,M,maintain weight,High Protein
32,63,1.2,F,lose weight,Low Calorie
10,30,1.21,F,lose weight,Lose Weight
25,42,1.23,F,maintain weight,Maintain Weight
42,76,1.79,M,lose weight,Low Calorie
43,82,1.86,F,lose weight,Low Calorie
41,58,1.79,M,gain weight,High Protein
10,30,1.32,M,gain weight,High Protein
10,30,1.21,M,maintain weight,Low Calorie
13,30,1.24,M,maintain weight,High Protein
14,43,1.23,M,maintain weight,Maintain Weight
33,37,1.35,M,gain weight,High Protein
37,37,1.27,M,lose weight,Low Calorie
10,30,1.2,M,lose weight,Lose Weight
29,73,1.76,M,gain weight,High Protein
29,48,1.23,M,maintain weight,Low Calorie
38,85,1.28,M,maintain weight,High Protein
34,41,1.89,F,lose weight,Low Calorie
33,31,1.28,M,lose weight,Lose Weight
32,82,1.82,F,lose weight,Low Calorie
36,59,1.64,F,lose weight,Low Calorie
10,35,1.26,M,maintain weight,High Protein
33,87,1.73,M,lose weight,Low Calorie
10,30,1.23,M,gain weight,High Protein
10,37,1.2,M,gain weight,High Protein
10,30,1.31,F,lose weight,Low Calorie
10,30,1.27,M,gain weight,High Protein
12,33,1.2,M,gain weight,High Protein
30,59,1.82,F,lose weight,Low Calorie
32,47,1.78,M,lose weight,Low Calorie
38,36,1.31,F,lose weight,Lose Weight
25,77,1.7,F,lose weight,Low Calorie
11,31,1.2,F,lose weight,Low Calorie
11,30,1.2,F,lose weight,Lose Weight
35,30,1.84,F,lose weight,Low Calorie
31,34,1.82,F,lose weight,Low Calorie
35,62,1.89,F,lose weight,Lose Weight
33,69,1.25,F,lose weight,Low Calorie
10,35,1.24,M,maintain weight,Maintain Weight
10,31,1.28,M,gain weight,High Protein
10,30,1.2,M,lose weight,Lose Weight
11,31,1.28,M,lose weight,Low Calorie
30,74,1.68,M,gain weight,High Protein
36,78,1.8,F,lose weight,Low Calorie
34,60,1.71,M,lose weight,Low Calorie
38,64,1.8,M,lose weight,Low Calorie
40,35,1.72,F,lose weight,Low Calorie
34,69,1.77,F,lose weight,Low Calorie
10,30,1.33,F,lose weight,High Protein
10,30,1.28,M,lose weight,Low Calorie
11,36,1.28,M,gain weight,High Protein
38,71,1.62,M,lose weight,Low Calorie
38,80,1.89,F,lose weight,Low Calorie
31,31,1.53,M,lose weight,Low Calorie
16,33,1.23,M,maintain weight,Low Calorie
10,30,1.2,F,maintain weight,Maintain Weight
30,39,1.83,F,lose weight,Low Calorie
31,73,1.64,F,lose weight,Low Calorie
32,60,1.27,F,lose weight,Lose Weight
43,30,1.74,M,lose weight,Low Calorie
34,37,1.25,M,maintain weight,High Protein
11,41,1.23,M,maintain weight,High Protein
10,30,1.2,F,lose weight,Lose Weight
38,76,1.74,F,lose weight,Low Calorie
10,30,1.25,F,lose weight,Maintain Weight
10,30,1.32,F,lose weight,Lose Weight
10,32,1.2,M,maintain weight,High Protein
10,33,1.47,M,maintain weight,High Protein
33,77,1.72,M,lose weight,Low Calorie
38,31,1.33,M,gain weight,Low Calorie
10,39,1.27,F,lose weight,Low Calorie
13,30,1.2,M,maintain weight,Maintain Weight
31,41,1.3,M,gain weight,Low Calorie
25,39,1.22,M,maintain weight,Low Calorie
32,40,1.51,M,maintain weight,Low Calorie
17,39,1.23,M,lose weight,Low Calorie
11,30,1.24,M,maintain weight,High Protein
27,30,1.75,M,lose weight,Low Calorie
12,30,1.22,M,lose weight,Low Calorie
38,32,1.35,M,lose weight,Low Calorie
36,69,1.58,F,lose weight,Low Calorie
10,36,1.26,M,gain weight,High Protein
16,30,1.22,M,gain weight,High Protein
38,38,1.86,M,lose weight,Low Calorie
35,62,1.86,M,lose weight,Low Calorie
30,38,1.53,F,lose weight,Low Calorie
33,40,1.27,F,maintain weight,Low Calorie
24,68,1.61,F,lose weight,Low Calorie
13,45,1.31,M,gain weight,High Protein
32,67,1.86,F,lose weight,Low Calorie
14,30,1.26,M,gain weight,High Protein
18,33,1.2,M,maintain weight,High Protein
33,62,1.69,F,lose weight,Low Calorie
10,38,1.2,M,maintain weight,Maintain Weight
10,41,1.3,M,lose weight,Low Calorie
10,31,1.24,M,maintain weight,Low Calorie
14,30,1.2,M,gain weight,Low Calorie
30,75,1.88,M,lose weight,Low Calorie
34,76,1.75,M,maintain weight,Maintain Weight
11,40,1.22,M,maintain weight,Maintain Weight
11,30,1.25,M,lose weight,Low Calorie
11,30,1.29,M,lose weight,Low Calorie
10,30,1.27,M,gain weight,High Protein
31,40,1.71,M,gain weight,High Protein
13,38,1.26,F,gain weight,High Protein
11,30,1.23,M,gain weight,High Protein
10,33,1.28,F,lose weight,Lose Weight
10,32,1.23,M,maintain weight,High Protein
32,44,1.2,F,maintain weight,Maintain Weight
43,61,1.8,M,lose weight,Low Calorie
35,67,1.6,M,maintain weight,Low Calorie
35,40,1.89,M,maintain weight,High Protein
13,30,1.23,M,lose weight,Low Calorie
10,37,1.27,M,maintain weight,High Protein
13,36,1.26,M,gain weight,High Protein
37,42,1.86,M,lose weight,Low Calorie
10,39,1.25,M,lose weight,Low Calorie
10,30,1.25,F,lose weight,Lose Weight
37,64,1.29,M,gain weight,Low Calorie
35,39,1.59,M,gain weight,High Protein
33,78,1.81,F,lose weight,Low Calorie
34,31,1.28,M,lose weight,Low Calorie
31,64,1.89,F,lose weight,Low Calorie
33,30,1.3,M,lose weight,Low Calorie
13,57,1.29,F,lose weight,Low Calorie
10,41,1.32,F,lose weight,High Protein
30,72,1.74,M,maintain weight,Maintain Weight
33,37,1.32,M,lose weight,Low Calorie
28,34,1.2,M,maintain weight,Low Calorie
37,34,1.27,M,maintain weight,Maintain Weight
28,64,1.84,F,lose weight,Lose Weight
30,34,1.28,M,gain weight,High Protein
30,34,1.26,M,gain weight,High Protein
10,30,1.2,M,lose weight,Low Calorie
36,65,1.31,M,maintain weight,High Protein
10,33,1.83,F,lose weight,Lose Weight
36,57,1.89,M,lose weight,Low Calorie
33,39,1.28,M,gain weight,High Protein
28,79,1.64,F,lose weight,Low Calorie
10,31,1.2,F,lose weight,Low Calorie
25,93,1.77,F,lose weight,Lose Weight
32,37,1.27,M,maintain weight,Low Calorie
12,30,1.22,M,maintain weight,High Protein
38,35,1.32,M,lose weight,Low Calorie
30,30,1.83,F,lose weight,Low Calorie
29,75,1.25,M,gain weight,High Protein
10,35,1.25,F,maintain weight,Low Calorie
12,32,1.3,F,lose weight,Low Calorie
16,31,1.28,M,maintain weight,Lose Weight
35,40,1.63,M,maintain weight,Low Calorie
40,46,1.31,F,lose weight,Low Calorie
33,37,1.27,M,gain weight,High Protein
13,39,1.29,M,maintain weight,Maintain Weight
14,30,1.3,M,lose weight,Low Calorie
27,73,1.79,F,lose weight,Low Calorie
12,33,1.28,M,maintain weight,Maintain Weight
31,30,1.27,M,gain weight,High Protein
12,30,1.27,F,lose weight,Low Calorie
42,62,1.75,M,maintain weight,High Protein
38,46,1.77,F,lose weight,Low Calorie
15,74,1.53,M,lose weight,Low Calorie
33,39,1.88,F,lose weight,Low Calorie
10,36,1.2,M,maintain weight,Maintain Weight
10,30,1.23,M,gain weight,High Protein
10,30,1.2,F,lose weight,Lose Weight
14,31,1.3,M,maintain weight,High Protein
31,34,1.28,M,gain weight,High Protein
10,39,1.2,M,maintain weight,Maintain Weight
10,30,1.3,F,lose weight,Lose Weight
33,38,1.25,M,lose weight,Low Calorie
33,36,1.32,F,lose weight,Lose Weight
37,44,1.36,F,lose weight,Low Calorie
31,39,1.29,M,gain weight,High Protein
10,39,1.25,F,lose weight,Lose Weight
36,30,1.34,M,maintain weight,High Protein
42,66,1.82,F,lose weight,Low Calorie
10,39,1.22,M,maintain weight,High Protein
34,87,1.78,F,lose weight,Low Calorie
10,35,1.25,M,gain weight,High Protein
39,86,1.29,M,lose weight,Low Calorie
10,30,1.23,F,lose weight,Low Calorie
44,72,1.85,M,lose weight,Low Calorie
34,40,1.3,M,lose weight,Low Calorie
35,36,1.72,F,lose weight,Low Calorie
35,63,1.66,F,lose weight,Low Calorie
13,36,1.2,M,maintain weight,Maintain Weight
28,76,1.73,M,gain weight,High Protein
33,31,1.89,F,gain weight,Low Calorie
40,37,1.23,M,maintain weight,Maintain Weight
10,30,1.22,F,lose weight,Low Calorie
34,87,1.72,F,lose weight,Low Calorie
10,33,1.29,M,lose weight,Low Calorie
37,37,1.2,M,maintain weight,Maintain Weight
10,30,1.26,F,gain weight,High Protein
15,37,1.33,F,lose weight,Low Calorie
10,30,1.74,F,lose weight,Low Calorie
30,30,1.21,M,maintain weight,Lose Weight
34,36,1.28,M,gain weight,High Protein
34,38,1.2,M,gain weight,High Protein
10,30,1.2,F,lose weight,Low Calorie
12,30,1.29,M,lose weight,Low Calorie
31,86,1.23,F,lose weight,Low Calorie
10,33,1.84,F,lose weight,Lose Weight
33,85,1.64,F,lose weight,Lose Weight
37,37,1.65,M,gain weight,Low Calorie
39,38,1.28,F,lose weight,Low Calorie
35,32,1.33,M,lose weight,Low Calorie
32,34,1.38,F,lose weight,Lose Weight
10,33,1.21,M,gain weight,High Protein
28,34,1.24,F,lose weight,Lose Weight
36,42,1.27,M,maintain weight,Low Calorie
29,32,1.36,F,lose weight,Low Calorie
31,56,1.54,M,lose weight,Low Calorie
28,38,1.29,M,gain weight,High Protein
11,30,1.28,M,lose weight,Low Calorie
10,30,1.25,F,lose weight,Lose Weight
32,30,1.84,M,gain weight,High Protein
11,32,1.25,M,gain weight,High Protein
30,84,1.85,M,gain weight,High Protein
38,76,1.7,M,lose weight,Low Calorie
38,66,1.65,M,lose weight,Low Calorie
38,30,1.52,F,lose weight,Low Calorie
10,30,1.22,F,lose weight,Lose Weight
10,41,1.2,M,maintain weight,High Protein
38,37,1.34,M,lose weight,Low Calorie
10,32,1.32,F,lose weight,Lose Weight
30,35,1.77,F,lose weight,Low Calorie
12,30,1.26,F,lose weight,Lose Weight
10,33,1.28,M,maintain weight,Low Calorie
32,54,1.76,M,maintain weight,High Protein
10,30,1.21,M,maintain weight,Maintain Weight
10,31,1.2,M,gain weight,High Protein
10,40,1.25,F,lose weight,Low Calorie
31,61,1.72,M,lose weight,Low Calorie
10,30,1.24,F,lose weight,Lose Weight
34,46,1.28,M,gain weight,High Protein
31,59,1.23,M,lose weight,Low Calorie
44,81,1.89,M,gain weight,Low Calorie
14,30,1.2,M,gain weight,High Protein
41,72,1.83,F,lose weight,Low Calorie
29,41,1.73,M,gain weight,Low Calorie
10,30,1.2,F,lose weight,Low Calorie
34,93,1.72,F,lose weight,Low Calorie
12,31,1.2,M,maintain weight,Maintain Weight
10,30,1.27,M,lose weight,Low Calorie
27,79,1.89,M,lose weight,Low Calorie
10,31,1.27,M,maintain weight,High Protein
38,63,1.89,M,lose weight,Low Calorie
10,30,1.2,M,gain weight,High Protein
12,42,1.2,M,gain weight,High Protein
33,49,1.61,M,lose weight,Low Calorie
10,32,1.2,F,lose weight,Lose Weight
33,66,1.75,F,lose weight,Low Calorie
10,34,1.24,M,gain weight,High Protein
10,31,1.23,F,lose weight,Low Calorie
32,79,1.62,M,gain weight,High Protein
37,44,1.84,M,lose weight,Low Calorie
10,30,1.24,M,gain weight,High Protein
32,30,1.37,M,maintain weight,High Protein
38,30,1.59,M,gain weight,High Protein
36,70,1.82,F,lose weight,Low Calorie
16,74,1.34,M,gain weight,High Protein
10,40,1.22,M,maintain weight,High Protein
37,61,1.83,M,lose weight,Low Calorie
